Month,State,City,Sessions,New users,Users,Transactions,Transaction revenue 
2021|01,New South Wales,Maitland,"2,594",994,"1,554",72,"$11,139.13"
2021|01,New South Wales,Mudgee,190,63,117,9,$622.28
2021|01,New South Wales,Muswellbrook,244,72,117,27,"$6,867.22"
2021|01,New South Wales,Newcastle,"11,739","4,256","6,516",316,"$35,012.59"
2021|01,New South Wales,Orange,"1,699",551,976,63,"$6,397.75"
2021|01,New South Wales,Parkes,127,72,99,0,$0.00
2021|01,New South Wales,Port Macquarie,"1,654",633,"1,112",45,"$5,399.09"
2021|01,New South Wales,Queanbeyan,515,217,271,18,"$10,085.16"
2021|01,New South Wales,Raymond Terrace,90,72,90,18,"$2,615.64"
2021|01,New South Wales,Richmond,27,0,9,0,$0.00
2021|01,New South Wales,Singleton,154,90,127,0,$0.00
2021|01,New South Wales,Sydney,"1,123,953","374,263","535,182","32,976","$3,964,305.00"
2021|01,New South Wales,Tamworth,"1,301",560,795,36,"$2,610.03"
2021|01,New South Wales,Taree,181,36,90,9,$505.98
2021|01,New South Wales,Wagga Wagga,"1,482",334,551,54,"$4,119.65"
2021|01,New South Wales,Wollongong,"7,943","2,801","4,437",343,"$62,187.32"
2021|01,Northern Territory,(not set),524,172,271,18,"$5,946.27"
2021|01,Northern Territory,Alice Springs,208,63,108,0,$0.00
2021|01,Northern Territory,Darwin,"4,527","1,518","2,322",127,"$27,981.08"
2021|01,Queensland,(not set),"8,784","3,208","4,997",416,"$47,568.71"
2021|01,Queensland,Bongaree,54,45,45,0,$0.00
2021|01,Queensland,Brisbane,"466,954","163,423","233,893","13,673","$1,593,392.45"
2021|01,Queensland,Buderim,63,27,45,0,$0.00
2021|01,Queensland,Bundaberg,506,235,334,9,$287.73
2021|01,Queensland,Cairns,"9,579","3,904","5,594",208,"$25,486.27"
2021|01,Queensland,Dalby,136,108,117,9,"$2,033.30"
2021|01,Queensland,Emerald,172,36,90,27,"$5,653.02"
2021|01,Queensland,Gladstone,768,208,371,18,"$4,413.61"
2021|01,Queensland,Gold Coast,"40,928","15,308","23,089","1,193","$138,986.55"
2021|01,Queensland,Gympie,217,99,181,9,$250.77
2021|01,Queensland,Hervey Bay,"1,645",542,804,63,"$7,676.83"
2021|01,Queensland,Kingaroy,199,72,81,0,$0.00
2021|01,Queensland,Mackay,"2,304",895,"1,383",54,"$4,217.33"
2021|01,Queensland,Maryborough,127,54,81,0,$0.00
2021|01,Queensland,Mount Isa,181,117,127,18,"$2,472.94"
2021|01,Queensland,Nerang,18,18,18,0,$0.00
2021|01,Queensland,Rockhampton,750,361,542,27,"$3,491.94"
2021|01,Queensland,Sunshine Coast,"11,477","4,067","6,226",289,"$35,696.14"
2021|01,Queensland,Toowoomba,"3,922","1,428","2,241",63,"$10,614.72"
2021|01,Queensland,Townsville,"10,401","3,669","5,540",244,"$24,593.88"
2021|01,Queensland,Warwick,45,27,27,0,$0.00
2021|01,South Australia,(not set),"4,247","1,428","2,223",154,"$26,194.58"
2021|01,South Australia,Adelaide,"237,209","76,985","116,404","6,434","$808,484.98"
2021|01,South Australia,Mount Gambier,298,99,154,18,$909.20
2021|01,South Australia,Murray Bridge,253,90,145,18,"$1,030.12"
2021|01,South Australia,Port Augusta,127,45,90,0,$0.00
2021|01,South Australia,Port Lincoln,90,27,54,0,$0.00
2021|01,South Australia,Port Pirie,81,36,54,0,$0.00
2021|01,South Australia,Victor Harbor - Goolwa,190,81,145,9,"$1,382.64"
2021|01,Tasmania,(not set),"2,124",560,849,90,"$8,445.87"
2021|01,Tasmania,Burnie - Somerset,289,72,154,0,$0.00
2021|01,Tasmania,Devonport,714,127,271,18,"$1,378.31"
2021|01,Tasmania,Hobart,"26,017","7,257","11,902",958,"$146,890.48"
2021|01,Tasmania,Launceston,"22,195","6,308","10,528",705,"$65,796.46"
2021|01,Tasmania,Ulverstone,36,9,27,0,$0.00
2021|01,Victoria,(not set),"14,296","4,383","7,338",407,"$39,939.41"
2021|01,Victoria,Bacchus Marsh,117,27,54,0,$0.00
2021|01,Victoria,Bairnsdale,36,18,36,0,$0.00
2021|01,Victoria,Ballarat,"4,184","1,175","2,069",154,"$25,419.67"
2021|01,Victoria,Bendigo,"3,479",877,"1,455",208,"$18,005.27"
2021|01,Victoria,Drouin,488,154,271,18,$524.14
2021|01,Victoria,Echuca,217,63,108,0,$0.00
2021|01,Victoria,Geelong,"12,561","3,515","5,775",524,"$71,129.67"
2021|01,Victoria,Hamilton,54,54,54,0,$0.00
2021|01,Victoria,Horsham,127,36,81,0,$0.00
2021|01,Victoria,Melbourne,"1,034,009","325,988","476,551","32,614","$3,935,637.20"
2021|01,Victoria,Melton,"1,437",633,877,36,"$2,204.00"
2021|01,Victoria,Mildura,"1,256",316,497,81,"$9,819.03"
2021|01,Victoria,Moe - Newborough,18,18,18,0,$0.00
2021|01,Victoria,Morwell,352,108,199,0,$0.00
2021|01,Victoria,Pakenham,"1,762",651,"1,003",45,"$1,868.37"
2021|01,Victoria,Portland,90,54,63,0,$0.00
2021|01,Victoria,Sale,687,81,154,54,"$8,313.12"
2021|01,Victoria,Shepparton - Mooroopna,"1,021",361,551,36,"$2,249.73"
2021|01,Victoria,Sunbury,"2,259",895,"1,482",145,"$14,746.30"
2021|01,Victoria,Swan Hill,199,72,117,36,"$3,976.23"
2021|01,Victoria,Traralgon,560,136,235,27,"$1,878.13"
2021|01,Victoria,Wangaratta,361,154,199,18,"$2,503.13"
2021|01,Victoria,Warragul,"1,175",452,633,36,"$3,964.93"
2021|01,Victoria,Warrnambool,45,9,18,0,$0.00
2021|01,Victoria,Wodonga,"1,410",524,859,27,"$2,989.85"
2021|01,Western Australia,(not set),"6,145","2,404","3,750",145,"$10,041.79"
2021|01,Western Australia,Albany,208,145,172,0,$0.00
2021|01,Western Australia,Bunbury,877,298,506,18,"$1,553.44"
2021|01,Western Australia,Busselton,325,90,163,0,$0.00
2021|01,Western Australia,Geraldton,596,262,371,9,$361.48
2021|01,Western Australia,Kalgoorlie - Boulder,407,181,307,9,"$1,291.82"
2021|01,Western Australia,Karratha,253,108,181,18,"$1,467.05"
2021|01,Western Australia,Mandurah,"37,151","35,578","36,120",63,"$9,435.23"
2021|01,Western Australia,Perth,"217,364","80,293","110,304","5,540","$724,850.34"
2021|02,(not set),(not set),95,535,572,7,"$1,332.84"
2021|02,Australian Capital Territory,(not set),66,29,44,7,$563.26
2021|02,Australian Capital Territory,Canberra,"38,736","14,519","21,292","1,158","$157,835.89"
2021|02,Jervis Bay Territory,(not set),7,0,7,0,$0.00
2021|02,New South Wales,(not set),"24,011","8,326","13,457",850,"$111,572.67"
2021|02,New South Wales,Albury,843,293,506,37,"$6,980.90"
2021|02,New South Wales,Armidale,476,191,300,29,"$6,466.75"
2021|02,New South Wales,Ballina,51,22,37,0,$0.00
2021|02,New South Wales,Batemans Bay,15,7,15,0,$0.00
2021|02,New South Wales,Bathurst,792,308,498,37,"$3,850.32"
2021|02,New South Wales,Bowral,117,7,44,7,$322.49
2021|02,New South Wales,Broken Hill,110,29,80,7,"$1,319.28"
2021|02,New South Wales,Byron Bay,696,264,396,37,"$3,611.82"
2021|02,New South Wales,Casino,51,15,29,0,$0.00
2021|02,New South Wales,Central Coast,"13,061","4,346","6,963",381,"$45,776.40"
2021|02,New South Wales,Cessnock,154,80,110,0,$0.00
2021|02,New South Wales,Coffs Harbour,953,389,660,7,$879.52
2021|02,New South Wales,Dubbo,"1,341",520,777,66,"$10,800.44"
2021|02,New South Wales,Forbes,147,51,103,7,$644.62
2021|02,New South Wales,Grafton,110,22,44,0,$0.00
2021|02,New South Wales,Griffith,169,88,139,0,$0.00
2021|02,New South Wales,Katoomba,15,7,15,0,$0.00
2021|02,New South Wales,Kempsey,22,15,22,0,$0.00
2021|02,New South Wales,Kiama,169,66,117,0,$0.00
2021|02,New South Wales,Lismore,278,176,235,7,$337.15
2021|02,New South Wales,Lithgow,88,44,66,0,$0.00
2021|02,New South Wales,Maitland,"2,096",696,"1,231",95,"$8,520.35"
2021|02,New South Wales,Mudgee,139,73,103,29,"$3,816.39"
2021|02,New South Wales,Muswellbrook,110,51,66,7,$359.14
2021|02,New South Wales,Newcastle,"9,499","3,100","4,881",286,"$30,258.88"
2021|02,New South Wales,Orange,968,315,550,51,"$4,917.11"
2021|02,New South Wales,Parkes,227,73,132,0,$0.00
2021|02,New South Wales,Port Macquarie,"1,378",491,792,51,"$12,441.99"
2021|02,New South Wales,Queanbeyan,542,205,323,29,"$5,855.41"
2021|02,New South Wales,Raymond Terrace,88,51,80,0,$0.00
2021|02,New South Wales,Richmond,7,7,7,0,$0.00
2021|02,New South Wales,Singleton,132,37,80,0,$0.00
2021|02,New South Wales,Sydney,"884,864","303,508","437,034","26,935","$3,397,339.55"
2021|02,New South Wales,Tamworth,770,286,447,29,"$5,227.94"
2021|02,New South Wales,Taree,132,44,103,0,$0.00
2021|02,New South Wales,Wagga Wagga,777,330,513,7,$359.14
2021|02,New South Wales,Wollongong,"5,343","1,979","3,291",161,"$13,546.01"
2021|02,Northern Territory,(not set),139,51,95,0,$0.00
2021|02,Northern Territory,Alice Springs,337,183,220,0,$0.00
2021|02,Northern Territory,Darwin,"3,819","1,224","1,979",95,"$4,643.36"
2021|02,Queensland,(not set),"6,596","2,485","4,258",286,"$38,164.96"
2021|02,Queensland,Bongaree,22,7,22,0,$0.00
2021|02,Queensland,Brisbane,"374,119","135,783","194,938","11,991","$1,408,101.38"
2021|02,Queensland,Buderim,29,15,22,0,$0.00
2021|02,Queensland,Bundaberg,345,176,264,15,"$2,036.97"
2021|02,Queensland,Cairns,"7,886","3,144","4,669",139,"$21,032.27"
2021|02,Queensland,Dalby,59,22,37,0,$0.00
2021|02,Queensland,Emerald,95,22,66,0,$0.00
2021|02,Queensland,Gladstone,425,88,183,7,$0.00
2021|02,Queensland,Gold Coast,"33,422","13,105","19,899",968,"$143,640.13"
2021|02,Queensland,Gympie,154,73,95,7,"$1,260.28"
2021|02,Queensland,Hervey Bay,"1,004",410,623,51,"$7,562.78"
2021|02,Queensland,Kingaroy,73,15,44,0,$0.00
2021|02,Queensland,Mackay,"1,971",821,"1,187",44,"$3,933.65"
2021|02,Queensland,Maryborough,191,44,80,0,$0.00
2021|02,Queensland,Mount Isa,117,51,73,0,$0.00
2021|02,Queensland,Rockhampton,594,198,323,22,"$1,765.05"
2021|02,Queensland,Sunshine Coast,"9,206","3,613","5,629",271,"$39,804.83"
2021|02,Queensland,Toowoomba,"5,358","1,810","3,012",227,"$41,067.89"
2021|02,Queensland,Townsville,"5,732","2,433","3,511",235,"$30,323.52"
2021|02,Queensland,Victoria Point,7,7,7,0,$0.00
2021|02,Queensland,Warwick,37,7,15,0,$0.00
2021|02,South Australia,(not set),"4,068","1,327","2,206",176,"$16,830.43"
2021|02,South Australia,Adelaide,"177,890","59,023","87,945","5,299","$654,884.73"
2021|02,South Australia,Mount Gambier,315,95,205,37,"$2,925.21"
2021|02,South Australia,Murray Bridge,125,37,59,7,$439.76
2021|02,South Australia,Port Augusta,88,37,51,7,"$1,377.26"
2021|02,South Australia,Port Lincoln,59,22,59,0,$0.00
2021|02,South Australia,Port Pirie,73,15,44,0,$0.00
2021|02,South Australia,Victor Harbor - Goolwa,256,66,110,0,$0.00
2021|02,Tasmania,(not set),"1,231",432,748,73,"$7,533.31"
2021|02,Tasmania,Burnie - Somerset,271,95,147,0,$0.00
2021|02,Tasmania,Devonport,711,227,389,15,$929.95
2021|02,Tasmania,Hobart,"22,025","6,956","11,302",850,"$94,406.63"
2021|02,Tasmania,Kingston,15,0,7,0,$0.00
2021|02,Tasmania,Launceston,"14,571","3,980","6,567",462,"$35,389.49"
2021|02,Tasmania,Ulverstone,95,15,44,7,$666.97
2021|02,Victoria,(not set),"15,238","5,087","8,370",630,"$67,765.37"
2021|02,Victoria,Bacchus Marsh,198,37,80,7,"$1,004.12"
2021|02,Victoria,Bairnsdale,73,37,51,0,$0.00
2021|02,Victoria,Ballarat,"3,870","1,275","2,199",220,"$33,286.04"
2021|02,Victoria,Bendigo,"2,602",872,"1,415",66,"$13,159.02"
2021|02,Victoria,Drouin,381,161,264,15,"$1,854.47"
2021|02,Victoria,Echuca,293,66,95,7,"$1,252.22"
2021|02,Victoria,Geelong,"10,232","3,393","5,248",374,"$37,826.78"
2021|02,Victoria,Hamilton,73,22,51,0,$0.00
2021|02,Victoria,Horsham,44,15,29,0,$0.00
2021|02,Victoria,Melbourne,"877,813","287,464","418,051","29,984","$3,948,556.81"
2021|02,Victoria,Melton,"1,173",506,799,51,"$9,209.97"
2021|02,Victoria,Mildura,953,264,447,44,"$12,780.97"
2021|02,Victoria,Moe - Newborough,29,7,29,0,$0.00
2021|02,Victoria,Morwell,271,117,154,22,"$1,561.15"
2021|02,Victoria,Pakenham,"1,950",594,945,59,"$6,194.02"
2021|02,Victoria,Portland,103,22,44,0,$0.00
2021|02,Victoria,Sale,323,132,220,29,"$4,535.98"
2021|02,Victoria,Shepparton - Mooroopna,740,308,506,22,"$2,691.11"
2021|02,Victoria,Sunbury,"2,514",806,"1,253",139,"$19,383.31"
2021|02,Victoria,Swan Hill,103,22,59,15,$124.16
2021|02,Victoria,Traralgon,718,176,256,29,"$2,998.07"
2021|02,Victoria,Wangaratta,191,37,103,7,$410.00
2021|02,Victoria,Warragul,"1,004",396,660,22,"$2,005.38"
2021|02,Victoria,Wodonga,748,300,520,22,"$3,538.97"
2021|02,Western Australia,(not set),"5,599","1,950","3,152",169,"$20,197.82"
2021|02,Western Australia,Albany,249,139,191,7,"$2,924.41"
2021|02,Western Australia,Bunbury,608,330,410,7,$680.31
2021|02,Western Australia,Busselton,858,300,389,0,$0.00
2021|02,Western Australia,Geraldton,608,213,352,22,$726.19
2021|02,Western Australia,Kalgoorlie - Boulder,300,161,220,7,$203.76
2021|02,Western Australia,Karratha,161,80,132,0,$0.00
2021|02,Western Australia,Mandurah,"4,727","3,489","3,943",44,"$5,007.55"
2021|02,Western Australia,Perth,"193,480","74,341","100,991","5,607","$712,939.38"
2021|03,(not set),(not set),125,"1,053","1,076",8,$202.23
2021|03,Australian Capital Territory,(not set),70,31,47,8,"$2,104.99"
2021|03,Australian Capital Territory,Canberra,"42,451","15,327","22,594","1,614","$192,592.05"
2021|03,Jervis Bay Territory,(not set),8,8,8,0,$0.00
2021|03,New South Wales,(not set),"24,262","8,778","13,987",865,"$137,979.79"
2021|03,New South Wales,Albury,"1,068",335,585,47,"$2,867.62"
2021|03,New South Wales,Armidale,"1,349",437,678,31,"$1,433.03"
2021|03,New South Wales,Ballina,31,23,31,0,$0.00
2021|03,New South Wales,Bathurst,"1,286",312,530,62,"$10,793.85"
2021|03,New South Wales,Bowral,23,0,16,0,$0.00
2021|03,New South Wales,Broken Hill,156,62,101,16,$279.81
2021|03,New South Wales,Byron Bay,577,226,374,31,"$3,638.13"
2021|03,New South Wales,Casino,86,39,47,8,$522.35
2021|03,New South Wales,Central Coast,"13,425","4,912","7,633",507,"$78,829.87"
2021|03,New South Wales,Cessnock,109,70,109,0,$0.00
2021|03,New South Wales,Coffs Harbour,912,288,538,62,"$9,233.81"
2021|03,New South Wales,Dubbo,"1,341",445,865,39,"$3,623.86"
2021|03,New South Wales,Forbes,171,70,117,8,$779.63
2021|03,New South Wales,Grafton,55,16,39,0,$0.00
2021|03,New South Wales,Griffith,273,148,210,16,"$1,309.30"
2021|03,New South Wales,Katoomba,47,23,31,0,$0.00
2021|03,New South Wales,Kempsey,78,16,23,0,$0.00
2021|03,New South Wales,Kiama,382,86,179,0,$0.00
2021|03,New South Wales,Lismore,320,117,226,16,"$3,640.46"
2021|03,New South Wales,Lithgow,125,47,86,0,$0.00
2021|03,New South Wales,Maitland,"2,393",858,"1,388",101,"$9,748.37"
2021|03,New South Wales,Mudgee,179,39,93,8,$147.66
2021|03,New South Wales,Muswellbrook,234,109,117,8,$884.41
2021|03,New South Wales,Newcastle,"9,745","3,836","5,933",351,"$35,973.27"
2021|03,New South Wales,Orange,"1,099",499,725,55,"$4,670.59"
2021|03,New South Wales,Parkes,179,86,132,16,"$2,075.05"
2021|03,New South Wales,Port Macquarie,"1,318",577,842,47,"$4,838.36"
2021|03,New South Wales,Queanbeyan,577,164,304,8,"$4,015.38"
2021|03,New South Wales,Raymond Terrace,156,93,132,0,$0.00
2021|03,New South Wales,Singleton,210,101,125,8,"$1,652.81"
2021|03,New South Wales,Sydney,"1,000,712","381,050","510,343","30,678","$3,689,508.24"
2021|03,New South Wales,Tamworth,780,327,483,39,"$8,159.64"
2021|03,New South Wales,Taree,132,93,109,8,$226.01
2021|03,New South Wales,Wagga Wagga,982,390,561,31,"$3,553.53"
2021|03,New South Wales,Wollongong,"5,933","2,432","3,890",187,"$27,284.96"
2021|03,Northern Territory,(not set),210,125,156,0,$0.00
2021|03,Northern Territory,Alice Springs,304,101,195,0,$0.00
2021|03,Northern Territory,Darwin,"3,516","1,380","2,058",148,"$14,297.95"
2021|03,Queensland,(not set),"7,765","3,064","4,740",234,"$19,652.97"
2021|03,Queensland,Bongaree,8,8,8,0,$0.00
2021|03,Queensland,Brisbane,"405,265","149,766","209,197","12,505","$1,557,330.76"
2021|03,Queensland,Buderim,23,16,23,0,$0.00
2021|03,Queensland,Bundaberg,468,218,351,16,"$1,743.01"
2021|03,Queensland,Cairns,"8,170","3,446","4,904",218,"$24,513.71"
2021|03,Queensland,Dalby,109,47,55,8,"$1,520.27"
2021|03,Queensland,Emerald,156,78,117,0,$0.00
2021|03,Queensland,Gladstone,678,187,312,47,"$4,110.03"
2021|03,Queensland,Gold Coast,"34,444","13,363","20,621",975,"$142,729.82"
2021|03,Queensland,Gympie,226,109,125,8,"$1,753.69"
2021|03,Queensland,Hervey Bay,881,327,538,8,$421.00
2021|03,Queensland,Kingaroy,78,62,70,0,$0.00
2021|03,Queensland,Mackay,"2,503",897,"1,372",86,"$10,713.62"
2021|03,Queensland,Maryborough,156,39,86,0,$0.00
2021|03,Queensland,Mount Isa,109,31,70,0,$0.00
2021|03,Queensland,Nerang,16,0,8,0,$0.00
2021|03,Queensland,Rockhampton,717,343,499,16,"$5,032.02"
2021|03,Queensland,Sunshine Coast,"11,016","4,187","6,229",343,"$40,867.85"
2021|03,Queensland,Toowoomba,"5,185","1,832","3,017",234,"$27,504.59"
2021|03,Queensland,Townsville,"7,375","2,916","4,304",203,"$24,596.03"
2021|03,Queensland,Warwick,47,23,31,0,$0.00
2021|03,South Australia,(not set),"3,906","1,544","2,401",140,"$29,240.58"
2021|03,South Australia,Adelaide,"191,312","64,343","92,167","5,691","$826,102.82"
2021|03,South Australia,Mount Gambier,164,39,101,0,$0.00
2021|03,South Australia,Murray Bridge,109,47,55,8,"$1,629.42"
2021|03,South Australia,Port Augusta,86,0,23,0,$0.00
2021|03,South Australia,Port Lincoln,93,23,39,0,$0.00
2021|03,South Australia,Port Pirie,62,23,55,0,$0.00
2021|03,South Australia,Victor Harbor - Goolwa,312,101,171,0,$0.00
2021|03,Tasmania,(not set),"1,520",515,865,16,"$2,330.69"
2021|03,Tasmania,Burnie - Somerset,327,125,203,16,"$2,074.82"
2021|03,Tasmania,Devonport,741,226,413,47,"$6,468.01"
2021|03,Tasmania,Hobart,"23,950","7,866","12,006",826,"$127,157.95"
2021|03,Tasmania,Launceston,"14,852","4,444","7,009",421,"$47,444.85"
2021|03,Tasmania,Ulverstone,117,31,78,0,$0.00
2021|03,Victoria,(not set),"14,236","5,294","8,716",476,"$64,640.20"
2021|03,Victoria,Bacchus Marsh,171,31,47,16,$809.80
2021|03,Victoria,Bairnsdale,78,16,39,0,$0.00
2021|03,Victoria,Ballarat,"4,311","1,325","2,222",195,"$19,429.61"
2021|03,Victoria,Barwon Downs,8,8,8,0,$0.00
2021|03,Victoria,Bendigo,"2,409",772,"1,364",39,"$9,156.63"
2021|03,Victoria,Drouin,460,156,265,31,"$4,169.13"
2021|03,Victoria,Echuca,327,78,148,0,$0.00
2021|03,Victoria,Geelong,"11,328","3,282","5,356",382,"$51,175.20"
2021|03,Victoria,Hamilton,62,16,55,0,$0.00
2021|03,Victoria,Horsham,148,93,109,0,$0.00
2021|03,Victoria,Melbourne,"898,371","300,148","425,535","30,055","$3,820,608.53"
2021|03,Victoria,Melton,912,413,616,23,"$2,057.43"
2021|03,Victoria,Mildura,"1,169",359,561,39,"$9,366.27"
2021|03,Victoria,Moe - Newborough,148,86,109,0,$0.00
2021|03,Victoria,Morwell,320,78,148,0,$0.00
2021|03,Victoria,Mount Martha,23,16,23,0,$0.00
2021|03,Victoria,Pakenham,"1,731",663,"1,029",62,"$9,125.99"
2021|03,Victoria,Portland,109,62,93,0,$0.00
2021|03,Victoria,Sale,210,78,109,8,"$2,658.13"
2021|03,Victoria,Shepparton - Mooroopna,538,210,390,31,"$4,755.02"
2021|03,Victoria,Sunbury,"2,284",889,"1,380",109,"$12,972.98"
2021|03,Victoria,Swan Hill,179,70,117,8,"$3,702.84"
2021|03,Victoria,Traralgon,554,218,335,0,$0.00
2021|03,Victoria,Wangaratta,327,78,140,16,"$3,054.89"
2021|03,Victoria,Warragul,780,288,491,23,"$3,810.73"
2021|03,Victoria,Wodonga,772,273,507,62,"$6,705.10"
2021|03,Western Australia,(not set),"5,801","2,058","3,383",132,"$14,809.54"
2021|03,Western Australia,Albany,304,148,218,16,"$1,409.80"
2021|03,Western Australia,Bunbury,631,210,351,55,"$5,424.17"
2021|03,Western Australia,Busselton,655,257,343,23,"$3,811.59"
2021|03,Western Australia,Geraldton,772,312,452,62,"$9,004.45"
2021|03,Western Australia,Kalgoorlie - Boulder,335,164,249,16,$661.51
2021|03,Western Australia,Karratha,234,125,171,0,$0.00
2021|03,Western Australia,Mandurah,"2,791",967,"1,357",93,"$11,083.16"
2021|03,Western Australia,Perth,"194,486","77,495","103,355","5,013","$636,916.26"
2021|04,(not set),(not set),347,"2,382","2,448",0,$0.00
2021|04,Australian Capital Territory,(not set),96,44,74,7,"$1,798.94"
2021|04,Australian Capital Territory,Canberra,"38,170","13,824","20,136","1,239","$131,317.75"
2021|04,New South Wales,(not set),"22,974","8,272","12,645",737,"$115,952.53"
2021|04,New South Wales,Albury,"1,128",391,605,15,"$1,768.64"
2021|04,New South Wales,Armidale,"1,910",767,"1,128",44,"$4,510.96"
2021|04,New South Wales,Ballina,22,15,22,0,$0.00
2021|04,New South Wales,Bathurst,"1,231",273,450,15,"$11,786.94"
2021|04,New South Wales,Bowral,15,0,7,0,$0.00
2021|04,New South Wales,Broken Hill,66,29,37,0,$0.00
2021|04,New South Wales,Byron Bay,391,177,258,15,"$1,449.90"
2021|04,New South Wales,Casino,15,15,15,0,$0.00
2021|04,New South Wales,Central Coast,"13,087","4,335","6,776",487,"$63,957.14"
2021|04,New South Wales,Cessnock,199,74,111,7,"$1,061.71"
2021|04,New South Wales,Coffs Harbour,"1,091",435,634,37,"$5,721.39"
2021|04,New South Wales,Dubbo,"1,003",317,538,44,"$6,932.33"
2021|04,New South Wales,Forbes,236,59,118,15,$861.90
2021|04,New South Wales,Goulburn,7,0,7,0,$0.00
2021|04,New South Wales,Grafton,81,29,44,0,$0.00
2021|04,New South Wales,Griffith,420,118,184,7,$884.39
2021|04,New South Wales,Katoomba,221,29,66,15,"$1,156.53"
2021|04,New South Wales,Kempsey,29,15,22,0,$0.00
2021|04,New South Wales,Kiama,347,88,162,15,"$1,238.30"
2021|04,New South Wales,Lismore,332,162,214,7,$103.15
2021|04,New South Wales,Lithgow,192,66,88,0,$0.00
2021|04,New South Wales,Maitland,"1,711",686,"1,025",37,"$12,827.72"
2021|04,New South Wales,Mudgee,442,111,162,22,"$4,065.77"
2021|04,New South Wales,Muswellbrook,199,66,103,0,$0.00
2021|04,New South Wales,Newcastle,"8,177","2,920","4,704",317,"$52,904.77"
2021|04,New South Wales,Orange,"1,025",472,671,66,"$4,501.08"
2021|04,New South Wales,Parkes,199,96,133,0,$0.00
2021|04,New South Wales,Port Macquarie,"1,077",347,627,15,"$3,258.50"
2021|04,New South Wales,Queanbeyan,538,221,354,7,$106.91
2021|04,New South Wales,Raymond Terrace,206,81,125,7,"$3,590.66"
2021|04,New South Wales,Richmond,7,7,7,0,$0.00
2021|04,New South Wales,Singleton,339,44,96,7,$368.06
2021|04,New South Wales,Sydney,"944,609","374,579","494,243","29,816","$3,360,473.62"
2021|04,New South Wales,Tamworth,"1,748",568,944,22,"$3,118.34"
2021|04,New South Wales,Taree,96,37,52,0,$0.00
2021|04,New South Wales,Wagga Wagga,"1,025",243,487,7,$432.35
2021|04,New South Wales,Wollongong,"5,906","2,352","3,591",228,"$19,360.58"
2021|04,Northern Territory,(not set),177,88,133,15,$998.31
2021|04,Northern Territory,Alice Springs,472,147,228,15,$729.12
2021|04,Northern Territory,Darwin,"3,060","1,224","1,917",88,"$11,786.13"
2021|04,Queensland,(not set),"8,051","3,089","4,815",273,"$38,118.12"
2021|04,Queensland,Bongaree,7,7,7,0,$0.00
2021|04,Queensland,Brisbane,"377,882","139,623","194,692","10,927","$1,333,095.95"
2021|04,Queensland,Buderim,22,7,15,7,$220.82
2021|04,Queensland,Bundaberg,479,199,295,7,"$1,333.26"
2021|04,Queensland,Cairns,"7,985","3,171","4,557",251,"$34,407.06"
2021|04,Queensland,Dalby,103,52,66,7,"$2,497.09"
2021|04,Queensland,Emerald,118,59,88,15,$648.38
2021|04,Queensland,Gladstone,686,155,317,7,"$3,789.58"
2021|04,Queensland,Gold Coast,"31,276","12,298","18,455",973,"$139,530.10"
2021|04,Queensland,Gympie,96,44,88,0,$0.00
2021|04,Queensland,Hervey Bay,781,347,479,37,"$3,846.13"
2021|04,Queensland,Kingaroy,29,7,22,0,$0.00
2021|04,Queensland,Mackay,"3,082","1,143","1,681",103,"$9,494.16"
2021|04,Queensland,Maryborough,96,44,74,0,$0.00
2021|04,Queensland,Mount Isa,52,29,52,0,$0.00
2021|04,Queensland,Rockhampton,855,243,398,15,$873.70
2021|04,Queensland,Sunshine Coast,"10,366","4,026","5,906",324,"$41,038.27"
2021|04,Queensland,Toowoomba,"4,136","1,371","2,249",125,"$10,076.63"
2021|04,Queensland,Townsville,"8,125","2,640","3,849",177,"$17,330.57"
2021|04,Queensland,Warwick,29,7,15,0,$0.00
2021|04,South Australia,(not set),"3,613","1,342","2,072",147,"$13,200.57"
2021|04,South Australia,Adelaide,"181,811","61,439","88,719","5,220","$630,689.10"
2021|04,South Australia,Mount Gambier,169,29,52,0,$0.00
2021|04,South Australia,Murray Bridge,125,52,74,15,"$1,046.23"
2021|04,South Australia,Port Augusta,140,37,96,0,$0.00
2021|04,South Australia,Port Lincoln,66,22,37,0,$0.00
2021|04,South Australia,Port Pirie,133,44,81,7,$234.91
2021|04,South Australia,Victor Harbor - Goolwa,111,74,88,0,$0.00
2021|04,Tasmania,(not set),"2,116",619,966,66,"$14,435.18"
2021|04,Tasmania,Burnie - Somerset,324,81,184,0,$0.00
2021|04,Tasmania,Devonport,936,310,553,44,"$6,175.64"
2021|04,Tasmania,Hobart,"21,868","6,732","10,684",840,"$92,182.74"
2021|04,Tasmania,Launceston,"14,982","4,276","6,798",501,"$64,957.44"
2021|04,Tasmania,Ulverstone,81,37,52,0,$0.00
2021|04,Victoria,(not set),"14,414","5,235","8,250",501,"$85,850.43"
2021|04,Victoria,Bacchus Marsh,81,22,22,0,$0.00
2021|04,Victoria,Bairnsdale,44,15,29,15,"$1,164.12"
2021|04,Victoria,Ballarat,"3,775","1,320","1,954",125,"$8,664.10"
2021|04,Victoria,Barwon Downs,7,7,7,0,$0.00
2021|04,Victoria,Bendigo,"2,522","1,017","1,460",103,"$12,479.79"
2021|04,Victoria,Drouin,487,81,155,7,"$1,201.43"
2021|04,Victoria,Echuca,103,52,81,15,"$4,688.94"
