Month,State,City,Sessions,New users,Users,Transactions,Transaction revenue 
2019|08,South Australia,Murray Bridge,123,76,93,6,$595.18
2019|08,South Australia,Port Lincoln,111,23,58,6,$256.63
2019|08,South Australia,Port Pirie,111,29,70,6,"$1,058.45"
2019|08,South Australia,Victor Harbor - Goolwa,298,93,175,12,$501.46
2019|08,South Australia,Whyalla,47,18,29,0,$0.00
2019|08,Tasmania,(not set),"1,302",374,637,41,"$6,773.20"
2019|08,Tasmania,Burnie - Somerset,292,117,193,29,"$1,934.02"
2019|08,Tasmania,Devonport,"1,419",409,695,35,"$5,478.16"
2019|08,Tasmania,Hobart,"19,818","5,611","9,366",654,"$66,345.14"
2019|08,Tasmania,Launceston,"12,951","3,194","5,594",473,"$50,644.23"
2019|08,Tasmania,Ulverstone,35,18,23,0,$0.00
2019|08,Victoria,(not set),"8,181","2,371","4,058",298,"$44,690.84"
2019|08,Victoria,Bacchus Marsh,169,82,117,0,$0.00
2019|08,Victoria,Bairnsdale,164,35,82,6,$308.19
2019|08,Victoria,Ballarat,"2,768",812,"1,466",105,"$8,924.37"
2019|08,Victoria,Barwon Downs,47,23,35,0,$0.00
2019|08,Victoria,Bendigo,"1,985",520,981,70,"$13,498.29"
2019|08,Victoria,Colac,204,76,123,18,"$1,103.06"
2019|08,Victoria,Drouin,280,146,204,18,"$3,646.15"
2019|08,Victoria,Echuca,274,88,193,6,$336.21
2019|08,Victoria,Geelong,"8,040","2,283","4,012",310,"$41,744.73"
2019|08,Victoria,Hamilton,93,41,70,0,$0.00
2019|08,Victoria,Horsham,47,12,18,0,$0.00
2019|08,Victoria,Melbourne,"707,421","210,691","315,888","20,431","$2,444,726.78"
2019|08,Victoria,Mildura,"1,092",286,496,58,"$4,257.73"
2019|08,Victoria,Moe - Newborough,245,88,134,12,"$2,187.72"
2019|08,Victoria,Morwell,485,99,181,29,"$2,645.51"
2019|08,Victoria,Pakenham,"2,178",531,934,47,"$4,556.23"
2019|08,Victoria,Portland,58,23,47,0,$0.00
2019|08,Victoria,Sale,450,105,187,18,$824.77
2019|08,Victoria,Shepparton - Mooroopna,864,164,368,35,"$7,081.97"
2019|08,Victoria,Sunbury,"1,226",438,771,53,"$3,780.21"
2019|08,Victoria,Swan Hill,128,53,82,0,$0.00
2019|08,Victoria,Traralgon,607,181,304,12,$694.56
2019|08,Victoria,Wangaratta,368,99,181,12,$748.98
2019|08,Victoria,Warragul,736,304,450,6,"$1,517.57"
2019|08,Victoria,Warrnambool,537,222,356,18,"$1,149.42"
2019|08,Victoria,Wodonga,648,280,496,41,"$10,094.17"
2019|08,Western Australia,(not set),"4,846","1,798","2,937",152,"$20,087.04"
2019|08,Western Australia,Albany,146,64,123,6,$309.18
2019|08,Western Australia,Bunbury,876,210,345,0,$0.00
2019|08,Western Australia,Busselton,239,70,146,6,$467.07
2019|08,Western Australia,Geraldton,"1,489",613,893,58,"$4,886.66"
2019|08,Western Australia,Kalgoorlie - Boulder,193,64,134,6,$630.04
2019|08,Western Australia,Mandurah,"2,049",689,"1,092",76,"$8,141.59"
2019|08,Western Australia,Perth,"173,666","57,141","83,277","4,736","$580,758.39"
2019|09,(not set),(not set),177,72,127,0,$0.00
2019|09,Australian Capital Territory,(not set),39,28,33,6,$198.14
2019|09,Australian Capital Territory,Canberra,"33,994","10,466","16,272","1,068","$130,303.19"
2019|09,New South Wales,(not set),"13,123","3,747","6,675",548,"$71,390.88"
2019|09,New South Wales,Albury,"1,029",349,598,39,"$5,419.25"
2019|09,New South Wales,Armidale,675,194,332,11,"$1,567.91"
2019|09,New South Wales,Ballina,409,155,277,11,"$1,301.31"
2019|09,New South Wales,Batemans Bay,332,44,77,11,$878.85
2019|09,New South Wales,Bathurst,659,210,404,17,$984.22
2019|09,New South Wales,Bowral,105,61,83,0,$0.00
2019|09,New South Wales,Broken Hill,188,39,55,6,$370.49
2019|09,New South Wales,Byron Bay,542,188,343,11,"$1,249.78"
2019|09,New South Wales,Casino,116,22,61,11,"$1,045.72"
2019|09,New South Wales,Central Coast,"10,245","3,260","5,440",299,"$39,059.87"
2019|09,New South Wales,Cessnock,249,100,138,6,$453.56
2019|09,New South Wales,Coffs Harbour,"1,074",354,576,33,"$5,947.03"
2019|09,New South Wales,Dubbo,"1,112",304,548,61,"$10,922.18"
2019|09,New South Wales,Forbes,100,39,66,0,$0.00
2019|09,New South Wales,Goulburn,371,105,166,6,"$1,233.95"
2019|09,New South Wales,Grafton,299,77,138,11,"$1,188.57"
2019|09,New South Wales,Griffith,570,105,155,17,"$1,398.72"
2019|09,New South Wales,Katoomba,72,17,33,0,$0.00
2019|09,New South Wales,Kempsey,343,61,127,0,$0.00
2019|09,New South Wales,Kiama,360,111,216,6,$82.69
2019|09,New South Wales,Lismore,354,100,199,11,"$1,856.49"
2019|09,New South Wales,Lithgow,116,11,61,6,$420.08
2019|09,New South Wales,Maitland,"1,965",637,"1,118",66,"$11,699.80"
2019|09,New South Wales,Mudgee,221,116,155,11,"$7,551.80"
2019|09,New South Wales,Muswellbrook,155,33,77,6,$304.07
2019|09,New South Wales,Newcastle,"11,850","3,941","6,525",409,"$56,302.61"
2019|09,New South Wales,Nowra,77,28,50,0,$0.00
2019|09,New South Wales,Orange,980,321,481,44,"$4,363.62"
2019|09,New South Wales,Parkes,232,50,83,6,$720.72
2019|09,New South Wales,Port Macquarie,"1,317",432,720,39,"$8,731.84"
2019|09,New South Wales,Queanbeyan,819,255,454,50,"$5,122.37"
2019|09,New South Wales,Raymond Terrace,155,55,89,11,"$1,371.98"
2019|09,New South Wales,Richmond,6,6,6,0,$0.00
2019|09,New South Wales,Singleton,160,72,105,0,$0.00
2019|09,New South Wales,Sydney,"742,871","223,400","332,898","21,270","$2,585,625.22"
2019|09,New South Wales,Tamworth,686,210,387,33,"$3,256.31"
2019|09,New South Wales,Taree,166,66,105,6,$149.38
2019|09,New South Wales,Wagga Wagga,"1,063",321,592,28,"$3,063.76"
2019|09,New South Wales,Wollongong,"7,156","2,380","3,913",282,"$52,177.20"
2019|09,Northern Territory,(not set),166,66,105,11,"$1,984.39"
2019|09,Northern Territory,Alice Springs,354,160,238,22,"$1,925.28"
2019|09,Northern Territory,Darwin,"3,758","1,112","1,887",133,"$19,329.64"
2019|09,Queensland,(not set),"3,343","1,057","1,799",111,"$11,723.87"
2019|09,Queensland,Bongaree,33,17,28,0,$0.00
2019|09,Queensland,Brisbane,"290,652","93,369","139,357","8,518","$1,016,449.52"
2019|09,Queensland,Buderim,44,39,39,0,$0.00
2019|09,Queensland,Bundaberg,603,210,398,11,$746.29
2019|09,Queensland,Cairns,"7,035","2,374","3,907",133,"$12,968.78"
2019|09,Queensland,Dalby,72,17,55,0,$0.00
2019|09,Queensland,Emerald,177,55,89,11,"$1,004.15"
2019|09,Queensland,Gladstone,415,138,221,6,$138.37
2019|09,Queensland,Gold Coast,"24,707","7,826","13,006",675,"$71,988.40"
2019|09,Queensland,Gympie,232,77,149,0,$0.00
2019|09,Queensland,Hervey Bay,637,183,299,6,"$2,040.62"
2019|09,Queensland,Kingaroy,55,11,33,0,$0.00
2019|09,Queensland,Mackay,"1,887",642,"1,068",11,"$4,105.93"
2019|09,Queensland,Maroochydore,50,11,17,0,$0.00
2019|09,Queensland,Maryborough,304,83,122,6,"$1,230.96"
2019|09,Queensland,Mount Isa,105,44,61,0,$0.00
2019|09,Queensland,Nambour,249,55,111,0,$0.00
2019|09,Queensland,Nerang,50,28,33,0,$0.00
2019|09,Queensland,Rockhampton,609,188,338,6,"$1,016.55"
2019|09,Queensland,Sunshine Coast,"12,314","4,134","6,802",349,"$46,721.75"
2019|09,Queensland,Toowoomba,"4,389","1,428","2,474",155,"$16,537.91"
2019|09,Queensland,Townsville,"4,998","2,042","3,055",160,"$22,521.30"
2019|09,Queensland,Warwick,55,33,39,0,$0.00
2019|09,South Australia,(not set),"2,009",581,"1,057",77,"$11,808.55"
2019|09,South Australia,Adelaide,"152,092","43,834","68,862","4,622","$542,081.84"
2019|09,South Australia,Gawler,426,133,232,6,$907.41
2019|09,South Australia,Mount Gambier,288,66,144,11,"$1,002.60"
2019|09,South Australia,Murray Bridge,144,77,105,6,"$1,216.63"
2019|09,South Australia,Port Augusta,17,11,17,0,$0.00
2019|09,South Australia,Port Lincoln,77,22,39,0,$0.00
2019|09,South Australia,Port Pirie,61,22,50,0,$0.00
2019|09,South Australia,Victor Harbor - Goolwa,77,33,66,0,$0.00
2019|09,South Australia,Whyalla,77,50,61,0,$0.00
2019|09,Tasmania,(not set),"1,323",304,531,22,"$1,177.66"
2019|09,Tasmania,Burnie - Somerset,255,94,149,6,$863.24
2019|09,Tasmania,Devonport,"1,240",293,554,61,"$7,282.93"
2019|09,Tasmania,Hobart,"19,432","5,108","8,750",614,"$71,131.86"
2019|09,Tasmania,Launceston,"11,285","2,784","4,882",393,"$43,000.70"
2019|09,Tasmania,Ulverstone,177,39,77,6,"$1,368.88"
2019|09,Victoria,(not set),"6,000","1,810","3,166",160,"$24,544.38"
2019|09,Victoria,Bacchus Marsh,238,66,127,6,$528.84
2019|09,Victoria,Bairnsdale,155,66,89,0,$0.00
2019|09,Victoria,Ballarat,"2,657",814,"1,406",94,"$29,486.93"
2019|09,Victoria,Barwon Downs,39,22,39,0,$0.00
2019|09,Victoria,Bendigo,"1,738",470,924,66,"$6,866.23"
2019|09,Victoria,Colac,360,83,144,11,"$2,258.02"
2019|09,Victoria,Drouin,299,127,194,0,$0.00
2019|09,Victoria,Echuca,127,72,111,11,"$1,039.96"
2019|09,Victoria,Geelong,"7,693","2,374","3,957",216,"$25,577.70"
2019|09,Victoria,Hamilton,111,22,55,0,$0.00
2019|09,Victoria,Horsham,343,44,100,0,$0.00
2019|09,Victoria,Melbourne,"655,263","194,537","292,401","18,602","$2,219,286.05"
2019|09,Victoria,Melton,648,188,354,17,"$1,323.33"
2019|09,Victoria,Mildura,"1,052",277,415,44,"$7,625.58"
2019|09,Victoria,Moe - Newborough,232,50,100,0,$0.00
2019|09,Victoria,Morwell,504,111,177,17,$916.87
2019|09,Victoria,Mount Martha,28,17,22,0,$0.00
2019|09,Victoria,Pakenham,"1,766",576,952,11,"$3,729.19"
2019|09,Victoria,Portland,50,11,39,0,$0.00
2019|09,Victoria,Rosebud,6,6,6,0,$0.00
2019|09,Victoria,Sale,465,77,172,11,"$1,517.05"
2019|09,Victoria,Shepparton - Mooroopna,"1,168",205,398,39,"$16,650.65"
2019|09,Victoria,Sunbury,"1,018",232,487,39,"$4,281.99"
2019|09,Victoria,Swan Hill,100,28,44,11,"$1,986.39"
2019|09,Victoria,Traralgon,343,122,177,6,$468.01
2019|09,Victoria,Wangaratta,487,138,205,11,$613.79
2019|09,Victoria,Warragul,886,249,376,22,"$1,916.43"
2019|09,Victoria,Warrnambool,603,183,360,0,$0.00
2019|09,Victoria,Wodonga,725,221,420,11,"$1,364.29"
2019|09,Western Australia,(not set),"3,880","1,361","2,402",94,"$11,213.30"
2019|09,Western Australia,Albany,149,39,100,0,$0.00
2019|09,Western Australia,Broome,160,44,89,0,$0.00
2019|09,Western Australia,Bunbury,548,138,282,0,$0.00
2019|09,Western Australia,Busselton,360,72,160,33,"$2,783.26"
2019|09,Western Australia,Geraldton,"1,013",365,559,17,"$1,786.75"
2019|09,Western Australia,Kalgoorlie - Boulder,288,72,100,33,"$4,031.27"
2019|09,Western Australia,Karratha,160,66,105,0,$0.00
2019|09,Western Australia,Mandurah,"2,037",542,908,55,"$4,512.67"
2019|09,Western Australia,Perth,"154,267","53,044","76,256","4,046","$503,691.28"
2019|09,Western Australia,Port Hedland,89,22,44,0,$0.00
2019|10,(not set),(not set),170,59,118,6,$102.13
2019|10,Australian Capital Territory,(not set),131,53,72,6,$78.55
2019|10,Australian Capital Territory,Canberra,"39,549","13,069","19,535","1,284","$190,529.91"
2019|10,Jervis Bay Territory,(not set),6,6,6,0,$0.00
2019|10,New South Wales,(not set),"13,587","4,029","7,259",537,"$66,156.81"
2019|10,New South Wales,Albury,"1,815",511,884,72,"$8,930.65"
2019|10,New South Wales,Armidale,721,229,400,13,"$2,707.81"
2019|10,New South Wales,Ballina,694,328,445,13,"$2,960.29"
2019|10,New South Wales,Batemans Bay,341,111,184,0,$0.00
2019|10,New South Wales,Bathurst,878,334,478,39,"$3,261.50"
2019|10,New South Wales,Bowral,170,105,131,6,$700.83
2019|10,New South Wales,Broken Hill,314,26,79,13,"$1,646.08"
2019|10,New South Wales,Byron Bay,766,288,485,13,"$1,760.40"
2019|10,New South Wales,Casino,66,39,59,0,$0.00
2019|10,New South Wales,Central Coast,"12,486","4,042","6,826",557,"$63,746.29"
2019|10,New South Wales,Cessnock,269,85,138,20,"$3,947.86"
2019|10,New South Wales,Coffs Harbour,"1,919",563,956,53,"$5,920.05"
2019|10,New South Wales,Dubbo,"1,120",452,675,46,"$3,214.34"
2019|10,New South Wales,Forbes,223,79,131,13,"$1,476.93"
2019|10,New South Wales,Goulburn,380,125,210,6,"$1,549.26"
2019|10,New South Wales,Grafton,387,138,210,33,"$3,078.47"
2019|10,New South Wales,Griffith,262,72,164,0,$0.00
2019|10,New South Wales,Katoomba,138,20,33,0,$0.00
2019|10,New South Wales,Kempsey,236,72,111,13,$653.60
2019|10,New South Wales,Kiama,504,157,256,6,"$1,015.28"
2019|10,New South Wales,Lismore,609,216,360,6,$786.12
2019|10,New South Wales,Lithgow,210,79,125,20,"$1,302.35"
2019|10,New South Wales,Maitland,"4,101","1,408","2,313",131,"$10,706.90"
2019|10,New South Wales,Mudgee,341,144,203,20,$950.29
2019|10,New South Wales,Muswellbrook,229,85,131,20,"$2,429.78"
2019|10,New South Wales,Newcastle,"12,840","4,442","7,180",445,"$50,305.83"
2019|10,New South Wales,Nowra,138,59,72,6,$84.84
2019|10,New South Wales,Orange,"1,638",491,812,66,"$6,953.74"
2019|10,New South Wales,Parkes,413,53,118,6,$714.06
2019|10,New South Wales,Port Macquarie,"1,854",635,"1,074",53,"$5,813.40"
2019|10,New South Wales,Queanbeyan,"1,160",347,629,72,"$8,687.67"
2019|10,New South Wales,Raymond Terrace,125,59,98,20,"$1,240.25"
2019|10,New South Wales,Singleton,465,131,197,6,$907.39
2019|10,New South Wales,Sydney,"856,766","273,572","390,652","25,850","$3,220,892.35"
2019|10,New South Wales,Tamworth,701,256,400,6,$418.87
2019|10,New South Wales,Taree,249,118,151,6,"$1,041.62"
2019|10,New South Wales,Wagga Wagga,996,413,635,53,"$5,757.98"
2019|10,New South Wales,Wollongong,"9,126","2,909","4,782",295,"$35,819.23"
2019|10,Northern Territory,(not set),269,72,118,13,"$1,656.37"
2019|10,Northern Territory,Alice Springs,360,170,269,0,$0.00
2019|10,Northern Territory,Darwin,"5,077","1,677","2,627",118,"$32,500.54"
2019|10,Queensland,(not set),"4,429","1,481","2,345",138,"$21,558.85"
2019|10,Queensland,Bongaree,20,20,20,0,$0.00
2019|10,Queensland,Brisbane,"350,055","120,441","169,967","9,873","$1,201,447.94"
2019|10,Queensland,Buderim,164,33,46,6,$438.46
2019|10,Queensland,Bundaberg,"1,363",445,721,46,"$4,881.71"
2019|10,Queensland,Cairns,"8,543","3,092","4,848",321,"$41,813.05"
2019|10,Queensland,Dalby,98,33,53,6,"$1,074.37"
2019|10,Queensland,Emerald,184,59,111,6,$904.05
2019|10,Queensland,Gladstone,891,144,269,33,"$2,940.44"
2019|10,Queensland,Gold Coast,"32,251","12,067","18,290",871,"$92,896.95"
2019|10,Queensland,Gympie,184,85,131,13,"$1,341.59"
2019|10,Queensland,Hervey Bay,727,321,485,39,"$2,055.79"
2019|10,Queensland,Kingaroy,92,39,59,6,"$3,943.73"
2019|10,Queensland,Mackay,"2,607",865,"1,395",59,"$6,101.45"
2019|10,Queensland,Maroochydore,79,13,20,0,$0.00
2019|10,Queensland,Maryborough,216,26,72,13,"$1,289.18"
2019|10,Queensland,Mount Isa,242,105,157,6,$301.35
2019|10,Queensland,Nambour,367,92,190,13,$389.72
2019|10,Queensland,Nerang,33,26,26,6,$438.46
2019|10,Queensland,Rockhampton,"1,173",419,622,6,$438.53
2019|10,Queensland,Sunshine Coast,"14,307","5,228","8,339",419,"$53,920.17"
2019|10,Queensland,Toowoomba,"6,846","2,273","3,773",190,"$34,863.24"
2019|10,Queensland,Townsville,"7,259","2,522","3,885",210,"$28,400.50"
2019|10,Queensland,Victoria Point,6,0,6,0,$0.00
2019|10,Queensland,Warwick,72,33,66,6,"$1,131.43"
2019|10,South Australia,(not set),"2,804",688,"1,245",111,"$12,611.23"
2019|10,South Australia,Adelaide,"181,425","56,732","83,166","5,241","$613,318.20"
2019|10,South Australia,Gawler,583,184,328,20,"$1,748.41"
2019|10,South Australia,Mount Gambier,406,79,170,39,"$5,019.74"
2019|10,South Australia,Murray Bridge,164,59,118,0,$0.00
2019|10,South Australia,Port Augusta,53,20,26,0,$0.00
2019|10,South Australia,Port Lincoln,223,53,98,6,$523.36
2019|10,South Australia,Port Pirie,85,72,85,6,$346.55
2019|10,South Australia,Victor Harbor - Goolwa,138,33,98,6,$675.74
2019|10,South Australia,Whyalla,125,39,79,0,$0.00
2019|10,Tasmania,(not set),"2,168",334,655,92,"$11,384.41"
2019|10,Tasmania,Burnie - Somerset,609,164,288,6,$719.63
2019|10,Tasmania,Devonport,"1,114",373,655,53,"$7,341.76"
2019|10,Tasmania,Hobart,"22,896","6,021","10,023",753,"$91,661.94"
2019|10,Tasmania,Launceston,"15,192","3,996","6,459",465,"$58,383.86"
2019|10,Tasmania,Ulverstone,328,59,105,26,"$1,603.63"
2019|10,Victoria,(not set),"6,400","1,756","3,354",236,"$32,279.70"
2019|10,Victoria,Bacchus Marsh,354,138,203,0,$0.00
2019|10,Victoria,Bairnsdale,314,20,79,6,$189.65
2019|10,Victoria,Ballarat,"3,367",976,"1,697",85,"$8,250.46"
2019|10,Victoria,Barwon Downs,20,20,20,0,$0.00
2019|10,Victoria,Bendigo,"1,815",616,"1,061",53,"$4,810.17"
2019|10,Victoria,Colac,190,85,144,0,$0.00
2019|10,Victoria,Drouin,380,138,236,20,"$3,974.72"
2019|10,Victoria,Echuca,170,72,138,0,$0.00
2019|10,Victoria,Geelong,"9,401","2,568","4,343",426,"$84,909.38"
2019|10,Victoria,Hamilton,138,26,46,0,$0.00
2019|10,Victoria,Horsham,334,59,111,6,$844.96
2019|10,Victoria,Melbourne,"765,293","241,858","346,537","23,872","$2,969,918.61"
2019|10,Victoria,Melton,"1,461",249,550,66,"$6,505.06"
2019|10,Victoria,Mildura,"1,160",301,511,39,"$4,767.26"
2019|10,Victoria,Moe - Newborough,236,125,177,0,$0.00
2019|10,Victoria,Morwell,622,170,269,39,"$3,675.27"
2019|10,Victoria,Mount Martha,39,6,13,0,$0.00
2019|10,Victoria,Pakenham,"2,660",681,"1,120",66,"$6,871.98"
2019|10,Victoria,Portland,20,13,13,0,$0.00
2019|10,Victoria,Sale,393,92,197,20,"$1,765.64"
2019|10,Victoria,Shepparton - Mooroopna,"1,173",341,563,33,"$3,722.44"
2019|10,Victoria,Sunbury,"1,408",295,590,59,"$10,687.25"
2019|10,Victoria,Swan Hill,125,53,85,0,$0.00
2019|10,Victoria,Traralgon,295,131,197,6,$857.86
2019|10,Victoria,Wangaratta,328,98,190,13,$552.84
2019|10,Victoria,Warragul,812,367,498,13,"$2,776.92"
2019|10,Victoria,Warrnambool,590,256,445,33,"$3,574.97"
2019|10,Victoria,Wodonga,"1,631",367,694,46,"$9,189.94"
2019|10,Western Australia,(not set),"4,927","2,011","3,033",151,"$16,520.17"
2019|10,Western Australia,Albany,400,92,157,0,$0.00
2019|10,Western Australia,Broome,262,79,138,0,$0.00
2019|10,Western Australia,Bunbury,629,177,308,6,$366.47
2019|10,Western Australia,Busselton,432,105,190,26,"$3,143.78"
2019|10,Western Australia,Geraldton,"1,120",439,655,46,"$5,091.02"
2019|10,Western Australia,Kalgoorlie - Boulder,229,53,111,0,$0.00
2019|10,Western Australia,Karratha,138,72,92,6,"$1,047.84"
2019|10,Western Australia,Mandurah,"1,539",524,884,59,"$3,710.25"
2019|10,Western Australia,Perth,"193,164","67,889","93,503","5,437","$668,988.55"
2019|10,Western Australia,Port Hedland,131,53,59,13,$692.18
2019|11,(not set),(not set),106,97,106,9,"$6,933.38"
2019|11,Australian Capital Territory,(not set),124,88,115,0,$0.00
2019|11,Australian Capital Territory,Canberra,"54,240","18,036","25,968","1,979","$262,654.70"
2019|11,Jervis Bay Territory,(not set),18,9,9,0,$0.00
2019|11,New South Wales,(not set),"19,546","6,333","10,254",822,"$125,221.22"
2019|11,New South Wales,Albury,"1,431",653,989,27,"$3,013.45"
2019|11,New South Wales,Armidale,866,300,556,9,"$1,888.82"
2019|11,New South Wales,Ballina,592,230,406,18,$954.52
2019|11,New South Wales,Batemans Bay,362,88,177,0,$0.00
2019|11,New South Wales,Bathurst,954,397,618,35,"$5,927.63"
2019|11,New South Wales,Bowral,141,79,115,27,"$5,784.81"
2019|11,New South Wales,Broken Hill,504,79,186,18,$564.75
2019|11,New South Wales,Byron Bay,"1,016",442,671,35,"$3,475.13"
2019|11,New South Wales,Casino,88,44,62,0,$0.00
2019|11,New South Wales,Central Coast,"17,886","5,988","9,460",645,"$97,001.37"
2019|11,New South Wales,Cessnock,415,203,318,0,$0.00
2019|11,New South Wales,Coffs Harbour,"2,226",592,"1,122",44,"$5,691.45"
2019|11,New South Wales,Dubbo,"1,404",468,795,53,"$4,175.89"
2019|11,New South Wales,Forbes,291,79,132,9,"$1,116.25"
2019|11,New South Wales,Goulburn,609,168,274,18,"$2,251.13"
2019|11,New South Wales,Grafton,556,186,309,9,$546.99
2019|11,New South Wales,Griffith,565,159,274,27,"$6,538.75"
2019|11,New South Wales,Katoomba,71,27,35,0,$0.00
2019|11,New South Wales,Kempsey,415,35,106,27,"$2,584.29"
2019|11,New South Wales,Kiama,874,212,380,18,"$1,084.98"
2019|11,New South Wales,Lismore,822,309,450,27,"$5,321.20"
2019|11,New South Wales,Lithgow,291,97,159,9,$326.27
2019|11,New South Wales,Maitland,"6,624","1,917","3,012",159,"$15,556.15"
2019|11,New South Wales,Mudgee,998,230,380,62,"$9,489.40"
2019|11,New South Wales,Muswellbrook,353,88,150,27,"$5,157.97"
2019|11,New South Wales,Newcastle,"17,886","5,980","9,389",680,"$99,223.79"
2019|11,New South Wales,Nowra,53,35,35,9,"$1,316.03"
2019|11,New South Wales,Orange,"2,129",583,"1,007",159,"$25,319.36"
2019|11,New South Wales,Parkes,194,97,115,44,"$2,677.82"
2019|11,New South Wales,Port Macquarie,"3,427",919,"1,563",124,"$18,652.19"
2019|11,New South Wales,Queanbeyan,"1,387",530,777,35,"$6,682.89"
2019|11,New South Wales,Raymond Terrace,212,88,132,27,"$3,196.73"
2019|11,New South Wales,Richmond,9,0,9,0,$0.00
2019|11,New South Wales,Singleton,459,141,265,18,"$3,222.08"
2019|11,New South Wales,Sydney,"1,179,335","377,967","523,587","38,651","$4,975,801.27"
2019|11,New South Wales,Tamworth,"1,669",362,671,106,"$29,981.56"
2019|11,New South Wales,Taree,362,132,203,9,$503.01
2019|11,New South Wales,Wagga Wagga,"1,811",521,857,97,"$11,584.64"
2019|11,New South Wales,Wollongong,"13,275","3,869","6,633",494,"$59,958.18"
2019|11,Northern Territory,(not set),159,79,141,9,"$1,492.24"
2019|11,Northern Territory,Alice Springs,751,327,486,18,"$1,500.90"
2019|11,Northern Territory,Darwin,"5,211","1,934","3,047",168,"$22,547.65"
2019|11,Queensland,(not set),"5,803","1,828","3,030",194,"$30,385.74"
2019|11,Queensland,Brisbane,"480,750","161,943","225,581","15,669","$2,026,786.82"
2019|11,Queensland,Buderim,450,88,141,18,"$3,425.58"
2019|11,Queensland,Bundaberg,"1,537",450,680,27,$962.03
2019|11,Queensland,Cairns,"12,648","4,681","7,013",494,"$58,470.80"
2019|11,Queensland,Dalby,194,97,141,0,$0.00
2019|11,Queensland,Emerald,141,62,79,0,$0.00
2019|11,Queensland,Gladstone,795,265,415,27,"$1,354.54"
2019|11,Queensland,Gold Coast,"44,569","15,280","22,832","1,475","$181,370.85"
2019|11,Queensland,Gympie,353,53,141,0,$0.00
2019|11,Queensland,Hervey Bay,830,380,521,18,"$1,386.16"
2019|11,Queensland,Kingaroy,203,71,115,18,"$1,200.77"
2019|11,Queensland,Mackay,"3,507","1,378","2,005",88,"$21,566.80"
2019|11,Queensland,Maroochydore,18,9,18,0,$0.00
2019|11,Queensland,Maryborough,230,115,159,0,$0.00
2019|11,Queensland,Mount Isa,203,79,124,9,"$1,751.21"
2019|11,Queensland,Nambour,415,186,300,18,"$2,047.01"
2019|11,Queensland,Nerang,44,0,18,0,$0.00
2019|11,Queensland,Rockhampton,"1,722",433,760,0,$0.00
2019|11,Queensland,Sunshine Coast,"19,281","7,004","10,625",565,"$81,427.38"
2019|11,Queensland,Toowoomba,"9,283","3,206","4,964",186,"$23,602.50"
2019|11,Queensland,Townsville,"9,150","3,321","4,902",238,"$37,268.60"
2019|11,Queensland,Victoria Point,18,0,9,0,$0.00
2019|11,Queensland,Warwick,194,44,88,0,$0.00
2019|11,South Australia,(not set),"4,831","1,033","1,696",256,"$37,606.35"
2019|11,South Australia,Adelaide,"255,743","79,466","112,790","8,673","$1,102,653.58"
2019|11,South Australia,Gawler,751,238,389,53,"$7,467.83"
2019|11,South Australia,Mount Gambier,406,141,194,27,"$2,005.67"
2019|11,South Australia,Murray Bridge,132,62,88,0,$0.00
2019|11,South Australia,Port Augusta,79,35,62,18,"$3,224.73"
2019|11,South Australia,Port Lincoln,583,106,186,18,"$1,861.53"
2019|11,South Australia,Port Pirie,115,62,97,0,$0.00
2019|11,South Australia,Victor Harbor - Goolwa,265,88,124,0,$0.00
2019|11,South Australia,Whyalla,203,53,115,18,"$2,889.80"
2019|11,Tasmania,(not set),"1,970",556,927,97,"$21,924.69"
2019|11,Tasmania,Burnie - Somerset,556,177,256,18,"$2,571.57"
2019|11,Tasmania,Devonport,"1,599",397,786,44,"$7,490.89"
2019|11,Tasmania,Hobart,"32,627","8,223","13,293","1,298","$191,343.56"
2019|11,Tasmania,Kingston,9,9,9,0,$0.00
2019|11,Tasmania,Launceston,"21,392","4,946","8,152",504,"$75,954.98"
2019|11,Tasmania,Ulverstone,300,18,71,27,"$2,030.05"
2019|11,Victoria,(not set),"10,113","3,171","5,185",486,"$74,042.67"
2019|11,Victoria,Bacchus Marsh,389,115,212,18,$767.89
2019|11,Victoria,Bairnsdale,539,44,106,62,"$12,246.10"
2019|11,Victoria,Ballarat,"5,962","1,661","2,791",141,"$22,160.26"
2019|11,Victoria,Barwon Downs,79,35,44,0,$0.00
2019|11,Victoria,Bendigo,"2,544",874,"1,422",71,"$7,193.50"
2019|11,Victoria,Colac,265,79,168,18,"$2,984.48"
2019|11,Victoria,Drouin,521,150,247,18,"$2,252.72"
2019|11,Victoria,Echuca,256,141,203,9,$0.00
2019|11,Victoria,Geelong,"13,911","3,666","6,192",521,"$68,005.78"
2019|11,Victoria,Hamilton,27,9,27,0,$0.00
2019|11,Victoria,Horsham,318,62,115,18,"$1,119.33"
2019|11,Victoria,Melbourne,"1,078,848","339,926","472,395","35,957","$4,542,499.54"
2019|11,Victoria,Melton,"2,420",477,866,53,"$7,705.16"
2019|11,Victoria,Mildura,"1,493",468,724,53,"$4,418.96"
2019|11,Victoria,Moe - Newborough,309,106,168,27,"$2,219.86"
2019|11,Victoria,Morwell,936,150,318,44,"$4,047.20"
2019|11,Victoria,Mount Martha,27,9,9,0,$0.00
2019|11,Victoria,Pakenham,"3,259",742,"1,334",62,"$4,540.85"
2019|11,Victoria,Portland,141,79,97,0,$0.00
2019|11,Victoria,Sale,724,168,291,27,"$6,096.60"
